target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_beebase,gene_id,product
XM_394542.7,0.80919067,0.951007649,0.117373631,0.48607905,7.842698052,0.197671246,0.010380749,0.231542095,0.344028515,0.344028515,LOC411068,GB46689,411068,"PREDICTED: Apis mellifera kinesin 4A (LOC411068), transcript"
XR_410965.3,0.811833284,0.951007649,0.284722107,1.196001609,3.59547801,0.77296355,0.206044328,0.729760105,1.939585445,1.939585445,LOC102656265,,102656265,PREDICTED: Apis mellifera uncharacterized LOC102656265
XR_409927.3,0.808411224,0.951007649,0.271811614,1.12098282,4.020440065,0.781615985,0.236669692,0.712644706,1.648234033,1.648234033,LOC102654197,,102654197,PREDICTED: Apis mellifera uncharacterized LOC102654197
XM_624560.6,0.810326427,0.951007649,-0.223207355,0.930011502,9.183406106,1.052852129,0.003512009,1.293870082,0.202247909,1.293870082,LOC552182,GB40891,552182,PREDICTED: Apis mellifera probable E3 ubiquitin-protein ligase
XM_624981.5,0.80888189,0.951007649,-0.103667052,0.428608765,8.422310614,0.079975239,0.006771105,0.089167873,0.268787105,0.268787105,LOC552607,GB44432,552607,PREDICTED: Apis mellifera probable DNA-directed RNA polymerase III
XM_397125.7,0.811901408,0.951007649,-0.469405784,1.972510276,3.151827981,4.735058686,0.161105932,5.675089255,2.293333371,5.675089255,LOC413684,GB41360,413684,PREDICTED: Apis mellifera gustatory receptor for sugar taste 64f
XM_026441559.1,0.809094995,0.951007649,-0.140487261,0.581502141,8.291660034,0.41169469,0.007174244,0.500042867,0.283415552,0.500042867,LOC725436,GB42374,725436,"PREDICTED: Apis mellifera dmX-like protein 2 (LOC725436),"
XM_006560849.3,0.8121381,0.951007649,-0.162245392,0.682653733,9.682732588,0.567116413,0.003171637,0.695852542,0.173474228,0.695852542,LOC724631,GB49220,724631,"PREDICTED: Apis mellifera 60S ribosomal protein L29 (LOC724631),"
XM_016913129.2,0.81147186,0.951007649,-0.086422218,0.362315278,9.311246544,0.119042245,0.002965695,0.143036311,0.193942847,0.193942847,LOC414014,GB44291,414014,PREDICTED: Apis mellifera cold shock domain-containing protein E1
XM_003249527.4,0.811487596,0.951007649,0.34562071,1.449098629,2.962899305,2.555700305,0.526284584,2.623545669,2.461060432,2.623545669,LOC100578137,GB42533,100578137,PREDICTED: Apis mellifera uncharacterized LOC100578137
XM_026442191.1,0.812569315,0.951007649,0.134539786,0.567408465,7.167067704,0.282367418,0.018188056,0.327983359,0.464740494,0.464740494,LOC552709,GB48840,552709,PREDICTED: Apis mellifera polypyrimidine tract-binding protein 2
XM_006558883.3,0.807364623,0.951007649,-0.080756497,0.331203753,9.938860139,0.053325003,0.002151044,0.062059606,0.162392845,0.162392845,LOC551809,GB41136,551809,PREDICTED: Apis mellifera putative elongator complex protein 1
XR_408386.3,0.808300434,0.951007649,-0.301878937,1.244250176,3.439195144,0.56914425,0.264148358,0.41310787,2.058089392,2.058089392,LOC102656530,,102656530,PREDICTED: Apis mellifera uncharacterized LOC102656530
XM_003251722.4,0.81354316,0.951289912,0.092770482,0.393332576,9.172077082,0.188234527,0.003862202,0.228203571,0.203015782,0.228203571,LOC100578146,GB53956,100578146,PREDICTED: Apis mellifera meiosis-specific coiled-coil
XM_394201.6,0.813748746,0.951289912,-0.283502147,1.203357148,3.795827695,1.76179415,0.318530604,1.853572033,1.79675735,1.853572033,LOC410724,GB44796,410724,"PREDICTED: Apis mellifera protein prickle (LOC410724), transcript"
XM_026446407.1,0.813880212,0.951289912,-0.086933932,0.369266489,9.201274509,0.063218225,0.003489203,0.072699513,0.201047406,0.201047406,LOC727574,GB51440,727574,PREDICTED: Apis mellifera transcription initiation factor TFIID
XM_395839.7,0.813722237,0.951289912,0.081393108,0.34543223,9.6282132,0.079810219,0.002841253,0.094437206,0.176143885,0.176143885,LOC412381,GB46707,412381,PREDICTED: Apis mellifera vacuolar protein-sorting-associated
XR_412100.3,0.813420679,0.951289912,0.240718858,1.019928375,4.4064209,0.137875788,0.140378401,0.010236746,1.420002435,1.420002435,LOC725914,,725914,"PREDICTED: Apis mellifera uncharacterized LOC725914 (LOC725914),"
XM_396627.7,0.813907431,0.951289912,0.079929501,0.339564581,9.753613894,0.072404696,0.002784286,0.085325811,0.17017187,0.17017187,LOC413176,GB43270,413176,PREDICTED: Apis mellifera reticulocyte-binding protein 2 homolog a
XM_624592.5,0.813319953,0.951289912,-0.42143898,1.784659899,3.91480558,3.87529639,0.50469061,4.272825822,1.716564216,4.272825822,LOC552215,GB41917,552215,"PREDICTED: Apis mellifera uncharacterized LOC552215 (LOC552215),"
XM_393129.7,0.814263567,0.951575577,0.322682081,1.373528162,3.998144426,2.295132651,0.282088242,2.547781175,1.66243559,2.547781175,LOC409628,GB40336,409628,"PREDICTED: Apis mellifera neutral ceramidase (LOC409628),"
NM_001242436.1,0.814387598,0.951589954,0.115710179,0.492867053,12.32246471,0.295518172,0.000402605,0.363974292,0.118884179,0.363974292,Stt3B,,551853,Apis mellifera catalytic subunit 3B of the
XM_006561678.1,0.814774018,0.95191088,-0.131142824,0.55978933,8.117023581,0.381196445,0.007015907,0.463030234,0.304563166,0.463030234,LOC413821,GB42681,413821,PREDICTED: Apis mellifera histone deacetylase complex subunit
XM_016917294.2,0.814985864,0.952027788,-0.223643161,0.955744662,6.695374006,1.11114231,0.024259953,1.345911836,0.567033203,1.345911836,LOC726834,GB44713,726834,PREDICTED: Apis mellifera mitochondrial inner membrane protease
NM_001040237.1,0.815187389,0.95213261,0.118893145,0.508657097,7.640348116,0.109690001,0.010607016,0.121204643,0.377491048,0.377491048,NFRKB,,726946,Apis mellifera nuclear factor related to kappaB binding protein
XM_026443178.1,0.815516258,0.952189357,0.14736666,0.631619096,6.688580081,0.485246299,0.024346049,0.574067975,0.568661684,0.574067975,LOC107965045,,107965045,PREDICTED: Apis mellifera uncharacterized LOC107965045
XM_624765.5,0.815702727,0.952189357,-0.072096365,0.309326139,11.44632179,0.116378558,0.000794807,0.142729184,0.126427477,0.142729184,LOC552392,GB40574,552392,PREDICTED: Apis mellifera serine palmitoyltransferase 1
XM_623557.6,0.815664922,0.952189357,-0.150942179,0.647475228,6.792892557,0.509904068,0.021299704,0.607536553,0.544151366,0.607536553,LOC551162,GB54057,551162,"PREDICTED: Apis mellifera uncharacterized LOC551162 (LOC551162),"
XM_006565347.3,0.815794967,0.952189357,-0.122192534,0.524528775,7.954490911,0.334635828,0.010401716,0.402293938,0.327051652,0.402293938,LOC100576482,GB41451,100576482,"PREDICTED: Apis mellifera centromere protein J (LOC100576482),"
XM_026442184.1,0.815636593,0.952189357,0.10727214,0.460078064,8.707716086,0.257458384,0.005945684,0.311562053,0.239889693,0.311562053,LOC113218929,,113218929,PREDICTED: Apis mellifera guanine nucleotide-binding protein
XM_026440552.1,0.815963889,0.952256021,-0.117695312,0.505696019,9.707191965,0.298438582,0.211279482,0.156574176,0.172313214,0.172313214,LOC100578243,GB40031,100578243,PREDICTED: Apis mellifera proteasome subunit alpha type-6
XM_006565218.3,0.816284854,0.952500083,0.191486212,0.8242136,5.407290019,0.464060998,0.059348213,0.506977921,0.959643876,0.959643876,LOC410371,GB49320,410371,PREDICTED: Apis mellifera calcium-transporting ATPase
XM_006558552.3,0.816424188,0.952532166,0.306786907,1.321522561,3.207771746,0.997777549,0.373928787,0.837998822,2.245704031,2.245704031,LOC100576700,GB47718,100576700,PREDICTED: Apis mellifera class A basic helix-loop-helix protein 15
XM_016916450.2,0.817188543,0.952554437,-0.083249639,0.360134668,10.07260767,0.157715526,0.002029175,0.192516293,0.157454152,0.192516293,LOC552644,GB54978,552644,"PREDICTED: Apis mellifera lipoyl synthase, mitochondrial"
XM_026445202.1,0.817561692,0.952554437,0.20146762,0.873355674,6.396165085,0.927476921,0.03483397,1.10929123,0.643038721,1.10929123,LOC726259,GB53935,726259,PREDICTED: Apis mellifera cytochrome c oxidase assembly protein
XR_001704999.2,0.81684954,0.952554437,-0.261896278,1.130818179,3.964852188,1.226402691,0.234264762,1.273017479,1.683859869,1.683859869,LOC100578438,GB45162,100578438,PREDICTED: Apis mellifera uncharacterized LOC100578438
XM_006566498.3,0.816883831,0.952554437,0.176170883,0.76081729,5.785277038,0.24934666,0.04264996,0.257394798,0.825614463,0.825614463,LOC408311,GB44972,408311,"PREDICTED: Apis mellifera catenin delta-2 (LOC408311), transcript"
XM_393995.7,0.816683128,0.952554437,-0.079071779,0.341101326,9.72047354,0.114893317,0.002832914,0.138439102,0.171692258,0.171692258,LOC410516,GB54146,410516,PREDICTED: Apis mellifera cytosolic Fe-S cluster assembly factor
XM_003249599.4,0.817540687,0.952554437,0.156610949,0.678823882,6.374483587,0.560320333,0.034671528,0.656531267,0.648889044,0.656531267,LOC100576615,GB43640,100576615,PREDICTED: Apis mellifera J domain-containing protein DDB_G0295729
XM_393997.5,0.817324577,0.952554437,-0.139971425,0.605969911,9.327843734,0.446517039,0.003365635,0.547433664,0.192912772,0.547433664,LOC410518,GB54147,410518,PREDICTED: Apis mellifera BLOC-1-related complex subunit 5
XM_392728.7,0.817484798,0.952554437,0.282404582,1.223689795,3.563450009,1.284367515,0.282772483,1.29277978,1.963352588,1.963352588,LOC409204,GB46203,409204,PREDICTED: Apis mellifera phenoloxidase-activating factor 2
XM_392573.7,0.817309559,0.952554437,-0.128801668,0.557566687,8.033404776,0.378033694,0.008314241,0.458006675,0.315794772,0.458006675,LOC409045,GB44331,409045,PREDICTED: Apis mellifera transcription elongation regulator 1
XM_026441657.1,0.817031986,0.952554437,-0.112718371,0.4871905,7.828560344,0.157732776,0.009774889,0.182626544,0.346256986,0.346256986,LOC412176,GB44341,412176,PREDICTED: Apis mellifera transcription initiation factor TFIID
XM_006559851.3,0.817781587,0.952680315,0.091847482,0.39864498,8.791153609,0.14654017,0.006046806,0.173964921,0.232329924,0.232329924,LOC551279,GB50360,551279,PREDICTED: Apis mellifera zinc finger CCCH domain-containing
XM_016916538.2,0.818272323,0.952922506,0.17317972,0.753716717,6.489699093,0.690704033,0.027038426,0.82509491,0.618332798,0.82509491,LOC100577656,GB50040,100577656,PREDICTED: Apis mellifera uncharacterized LOC100577656
XM_003251153.4,0.818185326,0.952922506,0.162316228,0.706092346,6.135070989,0.254130132,0.031271904,0.276510802,0.716577699,0.716577699,LOC100578478,GB49802,100578478,PREDICTED: Apis mellifera uncharacterized LOC100578478
XM_003251238.4,0.818325139,0.952922506,0.479012722,2.085386928,2.877295384,5.287442321,0.222389558,6.300868398,2.540671518,6.300868398,LOC100578170,GB55414,100578170,PREDICTED: Apis mellifera uncharacterized LOC100578170
NM_001011573.1,0.818893167,0.953124702,0.197678541,0.8633427,5.147327145,0.228976129,0.05468886,0.216877499,1.063352068,1.063352068,Nmdar1,,406079,Apis mellifera glutamate ionotropic receptor NMDA type subunit 1
XM_006566075.3,0.818801965,0.953124702,0.080133497,0.349796354,9.538151049,0.064353909,0.002733034,0.075301336,0.1808032,0.1808032,LOC100576915,GB50951,100576915,"PREDICTED: Apis mellifera asparagine-rich protein (LOC100576915),"
XM_003251867.4,0.818946409,0.953124702,-0.165708844,0.723934596,6.027142215,0.350898043,0.037186431,0.391138839,0.748935517,0.748935517,LOC100578223,GB42927,100578223,PREDICTED: Apis mellifera succinate dehydrogenase assembly factor
XM_006557491.3,0.818925889,0.953124702,-0.084857524,0.370675523,13.32313892,0.167040652,0.000225952,0.205874563,0.119966363,0.205874563,LOC552266,GB51201,552266,"PREDICTED: Apis mellifera 40S ribosomal protein S12 (LOC552266),"
XM_001121180.4,0.819296714,0.953402119,0.121881235,0.533514706,9.879490127,0.346022041,0.002299444,0.424657468,0.164759668,0.424657468,LOC725320,GB55333,725320,"PREDICTED: Apis mellifera N-alpha-acetyltransferase 35, NatC"
XM_625242.6,0.81947496,0.953405385,-0.099794324,0.437271847,9.965721496,0.232435674,0.002278499,0.284531504,0.161358512,0.284531504,LOC551318,GB48958,551318,"PREDICTED: Apis mellifera uncharacterized LOC551318 (LOC551318),"
XM_026442938.1,0.819655613,0.953405385,0.126830196,0.556302205,8.746702592,0.376192341,0.005686869,0.458521346,0.236304483,0.458521346,LOC113219004,,113219004,PREDICTED: Apis mellifera E3 ubiquitin-protein ligase RNF146
XM_001122788.5,0.819623064,0.953405385,0.064417869,0.282497576,12.23761925,0.051359926,0.000446286,0.062197499,0.119261035,0.119261035,LOC727074,GB40800,727074,PREDICTED: Apis mellifera signal peptidase complex subunit 3
XM_006564472.3,0.819747286,0.953405385,-0.155221326,0.681183607,8.596175089,0.564041426,0.005781585,0.690235075,0.250644023,0.690235075,LOC100578890,GB54240,100578890,PREDICTED: Apis mellifera uncharacterized LOC100578890
XM_026442842.1,0.819864821,0.95341189,0.113745318,0.499498925,7.720980311,0.056931353,0.010478326,0.055834117,0.363770438,0.363770438,LOC107965817,,107965817,PREDICTED: Apis mellifera DNA replication complex GINS protein PSF3
XM_623387.6,0.820337082,0.953700645,-0.104240744,0.458984982,8.092096681,0.098264969,0.008166364,0.110590048,0.307834456,0.307834456,LOC550895,GB55459,550895,PREDICTED: Apis mellifera general transcription factor IIH subunit
XM_016914091.2,0.820250884,0.953700645,-0.231282408,1.017868415,4.409955019,0.805583028,0.136025024,0.850894429,1.418059142,1.418059142,LOC552749,GB53307,552749,PREDICTED: Apis mellifera sodium/potassium-transporting ATPase
XM_392845.7,0.820614835,0.953763176,-0.073025715,0.322047823,13.44101618,0.126057587,0.000174874,0.155397327,0.120775384,0.155397327,LOC409329,GB45261,409329,PREDICTED: Apis mellifera mannose-1-phosphate guanyltransferase
XM_624224.6,0.820613025,0.953763176,-0.079782314,0.351841224,10.21395269,0.150460262,0.001929627,0.183758744,0.152764258,0.183758744,LOC551839,GB54448,551839,"PREDICTED: Apis mellifera 1,2-dihydroxy-3-keto-5-methylthiopentene"
XM_001122939.5,0.821268616,0.954197415,-0.099076223,0.438558018,8.305426029,0.052210817,0.006662012,0.054920473,0.281837692,0.281837692,LOC727229,GB51633,727229,"PREDICTED: Apis mellifera protein HIRA homolog (LOC727229), mRNA."
XM_026443667.1,0.821324557,0.954197415,0.168899275,0.747865822,9.319721044,0.679722034,0.004022311,0.83493262,0.193415518,0.83493262,LOC102655440,,102655440,PREDICTED: Apis mellifera uncharacterized LOC102655440
XM_003249528.4,0.821117854,0.954197415,0.090959647,0.402285059,8.733134748,0.077844814,0.005208153,0.088995243,0.23754175,0.23754175,LOC100578235,GB42520,100578235,PREDICTED: Apis mellifera DNA-directed RNA polymerase I subunit
XR_003304851.1,0.821802315,0.954492066,0.381117052,1.692142792,4.103373139,3.479591737,0.268283846,4.026736998,1.596420616,4.026736998,LOC113218842,,113218842,PREDICTED: Apis mellifera uncharacterized LOC113218842
XM_392520.7,0.821745273,0.954492066,-0.235514873,1.045335248,4.285149506,0.685077924,0.150844866,0.684702319,1.488243807,1.488243807,LOC408988,GB53322,408988,"PREDICTED: Apis mellifera uncharacterized LOC408988 (LOC408988),"
NM_001172404.1,0.822179029,0.954504753,-0.091508787,0.407170375,11.9126043,0.201457414,0.000579103,0.248102468,0.121393223,0.248102468,Ndufs1,GB47106,726035,"Apis mellifera NADH dehydrogenase (ubiquinone) Fe-S protein 1,"
XM_016915306.1,0.822302913,0.954504753,0.409187928,1.821981652,1.19547131,2.974512281,0.314052671,3.341299646,4.665373041,4.665373041,LOC107965279,,107965279,PREDICTED: Apis mellifera pancreatic lipase-related protein 2
XM_026443516.1,0.822373592,0.954504753,0.195091707,0.869031871,5.138270965,0.46127359,0.065676632,0.496642565,1.067147956,1.067147956,LOC410060,GB46982,410060,PREDICTED: Apis mellifera potassium voltage-gated channel protein
XM_001120601.5,0.822236454,0.954504753,-0.084192853,0.374741039,9.115980146,0.111512255,0.003751118,0.132981037,0.206895152,0.206895152,LOC724710,GB49352,724710,PREDICTED: Apis mellifera transmembrane protein 59-like
XM_016912408.2,0.822228501,0.954504753,0.12854246,0.572114399,7.115211874,0.110537172,0.016004412,0.115970866,0.474967916,0.474967916,LOC100576216,GB48619,100576216,PREDICTED: Apis mellifera zinc finger protein 1 homolog
XM_026443460.1,0.822682144,0.95465422,-0.117016764,0.522171098,9.839704684,0.331303063,0.002217531,0.406776452,0.166410543,0.406776452,LOC551762,GB42203,551762,PREDICTED: Apis mellifera S-adenosylhomocysteine hydrolase-like
XM_026440034.1,0.822726544,0.95465422,-0.507169318,2.263749242,2.159763914,6.22663897,0.144484311,7.542356634,3.306090006,7.542356634,LOC100576894,GB44191,100576894,"PREDICTED: Apis mellifera keratin, type II cytoskeletal 74"
XM_026443732.1,0.822941493,0.954773558,0.105691692,0.472337041,7.971842278,0.235454006,0.010130082,0.2799984,0.324523338,0.324523338,LOC408332,GB43080,408332,"PREDICTED: Apis mellifera zinc finger protein 236-like (LOC408332),"
XM_001122254.5,0.823483481,0.954859426,-0.126653844,0.56778426,7.150035846,0.157734972,0.015495845,0.175657422,0.468072604,0.468072604,LOC726525,GB54742,726525,PREDICTED: Apis mellifera serine/threonine-protein kinase fused
XM_016916823.2,0.824024514,0.954859426,0.199502638,0.897158257,7.549105065,0.977811917,0.01324581,1.194093598,0.393549851,1.194093598,LOC100576958,GB49933,100576958,PREDICTED: Apis mellifera WD repeat-containing protein 81
XM_006568899.3,0.823643452,0.954859426,-0.110842481,0.497360817,7.733306769,0.021865079,0.009335756,0.013388321,0.361715917,0.361715917,LOC102653940,,102653940,PREDICTED: Apis mellifera cyclin-dependent kinase inhibitor 1
XM_394877.7,0.823939936,0.954859426,0.074372788,0.334289182,9.863890454,0.135133352,0.002223268,0.164619181,0.165400618,0.165400618,LOC411403,GB49115,411403,PREDICTED: Apis mellifera probable low affinity copper uptake
XM_394460.7,0.82377852,0.954859426,-0.121724503,0.546615121,7.331044596,0.192052536,0.014555679,0.21995367,0.433626457,0.433626457,LOC410985,GB53020,410985,"PREDICTED: Apis mellifera palmitoyltransferase ZDHHC23 (LOC410985),"
XM_006560602.3,0.823754267,0.954859426,0.117883629,0.529293264,7.463467465,0.116811819,0.011174091,0.129629477,0.409052947,0.409052947,LOC725645,GB49594,725645,"PREDICTED: Apis mellifera uncharacterized LOC725645 (LOC725645),"
XM_006564185.3,0.823372963,0.954859426,0.220061992,0.985901725,5.17317134,1.180930838,0.068148036,1.389855281,1.052589218,1.389855281,LOC413170,GB42066,413170,"PREDICTED: Apis mellifera kinesin 3D (LOC413170), transcript"
XM_392425.7,0.823704573,0.954859426,0.187885413,0.84335699,5.30745949,0.233796712,0.068583446,0.210424596,0.998293073,0.998293073,LOC408894,GB48608,408894,PREDICTED: Apis mellifera transducin-like enhancer protein 3
XM_026442945.1,0.823976503,0.954859426,-0.370567026,1.665968346,1.976746731,3.37173661,0.57956881,3.583606983,3.532310825,3.583606983,LOC113219005,,113219005,PREDICTED: Apis mellifera elongation of very long chain fatty acids
NM_001242434.1,0.824826745,0.954989533,0.080723883,0.364703319,9.281296341,0.119463478,0.003683239,0.143202479,0.195829528,0.195829528,LOC727144,,727144,"Apis mellifera tether containing UBX domain for GLUT4 (LOC727144),"
XM_001120089.5,0.826128108,0.954989533,-0.177118819,0.80629469,6.86634888,0.789544676,0.019581779,0.955584912,0.527520307,0.955584912,LOC724283,GB54906,724283,PREDICTED: Apis mellifera NPC intracellular cholesterol transporter
XM_624294.6,0.824853156,0.954989533,0.106099731,0.479422613,9.570040706,0.279192396,0.002631891,0.342137171,0.179117714,0.342137171,LOC551909,GB53191,551909,PREDICTED: Apis mellifera arf-GAP domain and FG repeat-containing
XM_001120149.5,0.825651994,0.954989533,0.123824272,0.562118563,7.196953171,0.065706456,0.015008595,0.061374805,0.458957324,0.458957324,LOC724328,GB40785,724328,PREDICTED: Apis mellifera arrestin domain-containing protein 17
XM_395933.7,0.826155087,0.954989533,0.327788392,1.492420302,2.685030451,2.705015597,0.574497536,2.766479998,2.728091371,2.766479998,LOC412476,GB48721,412476,PREDICTED: Apis mellifera BTB/POZ domain-containing protein 9
XR_001704741.2,0.825691443,0.954989533,0.358123293,1.626127501,2.328604282,1.950202689,0.857261009,1.532397742,3.109174967,3.109174967,LOC107965165,,107965165,PREDICTED: Apis mellifera uncharacterized LOC107965165
XM_003251492.4,0.824788657,0.954989533,-0.095835298,0.43287967,8.376275045,0.141767233,0.007226499,0.166538392,0.273850715,0.273850715,LOC724155,GB43101,724155,PREDICTED: Apis mellifera probable peptide chain release factor
XM_006570403.3,0.825077521,0.954989533,-0.130085022,0.588569008,6.995196114,0.200397462,0.020032344,0.22411869,0.499587872,0.499587872,LOC100578388,,100578388,PREDICTED: Apis mellifera uncharacterized LOC100578388
XM_006560695.3,0.825079548,0.954989533,0.484512621,2.19220065,2.721614953,5.83731817,0.308454274,6.900161258,2.69148771,6.900161258,LOC413032,GB49438,413032,"PREDICTED: Apis mellifera tankyrase (LOC413032), transcript variant"
XM_396249.7,0.826001616,0.954989533,-0.06563399,0.298563648,12.85104804,0.108260649,0.000281737,0.133428641,0.118183301,0.133428641,LOC412796,GB49974,412796,"PREDICTED: Apis mellifera 3-hydroxyisobutyryl-CoA hydrolase,"
XM_006561030.3,0.826154463,0.954989533,0.16898706,0.769395153,5.716457891,0.217236712,0.039315691,0.221521464,0.848637661,0.848637661,LOC551946,GB50515,551946,"PREDICTED: Apis mellifera uncharacterized LOC551946 (LOC551946),"
XM_624722.6,0.825720548,0.954989533,-0.0655802,0.29783002,11.09225347,0.095445314,0.001144216,0.116549641,0.131909865,0.131909865,LOC552346,GB50750,552346,"PREDICTED: Apis mellifera coatomer subunit delta (LOC552346), mRNA."
XM_016911242.2,0.825811955,0.954989533,0.148421018,0.674407969,7.533960809,0.55239997,0.010438436,0.671800726,0.39626368,0.671800726,LOC100577574,GB53811,100577574,PREDICTED: Apis mellifera leucine-rich repeat-containing protein 4C
XM_001121637.5,0.825379748,0.954989533,-0.101799346,0.461400884,8.074042553,0.245264861,0.009091315,0.293603596,0.310244849,0.310244849,LOC725835,GB47822,725835,PREDICTED: Apis mellifera DNA polymerase epsilon subunit 4
XM_003251623.4,0.824594965,0.954989533,-0.141643567,0.639073467,8.276012285,0.496116746,0.006756493,0.605865852,0.28521895,0.605865852,LOC724832,GB14026,724832,"PREDICTED: Apis mellifera innexin inx2 (LOC724832), mRNA."
XM_624084.5,0.825893897,0.954989533,-0.067522244,0.306960035,10.6946439,0.060155807,0.001400171,0.072084868,0.139936524,0.139936524,LOC551696,GB41973,551696,PREDICTED: Apis mellifera thioredoxin domain-containing protein 9
XM_016913796.2,0.824472991,0.954989533,0.102243558,0.460980963,8.074568372,0.101182416,0.00858101,0.113976856,0.310174163,0.310174163,LOC552498,GB54812,552498,PREDICTED: Apis mellifera DNA repair protein complementing XP-C
XM_006561758.3,0.825890609,0.954989533,-0.682541352,3.102812993,2.598263043,11.69269697,0.241473728,14.19969897,2.816723246,14.19969897,LOC100578091,GB42643,100578091,PREDICTED: Apis mellifera uncharacterized LOC100578091
XM_395979.6,0.826792619,0.955106325,0.114070139,0.521303871,7.545746046,0.243309187,0.013485914,0.285771072,0.394150676,0.394150676,LOC412524,GB14753,412524,PREDICTED: Apis mellifera calcium release-activated calcium channel
XM_001123248.5,0.828649597,0.955106325,0.257227225,1.188479744,5.702008556,1.714830677,0.081256033,2.037470122,0.853546849,2.037470122,LOC727539,,727539,PREDICTED: Apis mellifera lysocardiolipin acyltransferase 1
XM_006570005.3,0.827410623,0.955106325,0.096281266,0.441609115,9.380446633,0.236803357,0.003125192,0.289402723,0.18972052,0.289402723,LOC411555,GB46450,411555,PREDICTED: Apis mellifera N-acetylneuraminate 9-O-acetyltransferase
XM_001122899.5,0.828871715,0.955106325,0.071851908,0.332418628,9.907413082,0.040364665,0.002120823,0.046398998,0.163632394,0.163632394,LOC727189,GB43964,727189,PREDICTED: Apis mellifera geranylgeranyl pyrophosphate synthase
XM_624015.6,0.828767031,0.955106325,-0.204379672,0.944963391,5.013873458,1.084078288,0.097757173,1.241676543,1.120597357,1.241676543,LOC551624,GB43084,551624,PREDICTED: Apis mellifera TOX high mobility group box family member
XM_624122.6,0.826677566,0.955106325,-0.094372255,0.430993061,8.394446768,0.204674564,0.00679282,0.245710589,0.271839708,0.271839708,LOC551734,GB44927,551734,PREDICTED: Apis mellifera general transcription and DNA repair
XM_393828.6,0.828004745,0.955106325,-0.271897848,1.251478728,3.429164515,0.704376904,0.28338279,0.569365175,2.065915721,2.065915721,LOC410348,GB45009,410348,PREDICTED: Apis mellifera katanin p80 WD40 repeat-containing
XM_001122510.5,0.827995868,0.955106325,0.130503781,0.60064522,12.46216495,0.438038988,0.000472081,0.54068994,0.118423631,0.54068994,LOC726789,GB52102,726789,"PREDICTED: Apis mellifera 40S ribosomal protein S26 (LOC726789),"
XM_016917349.2,0.828309103,0.955106325,0.230146384,1.061214685,4.988271037,1.367302137,0.107026892,1.58223802,1.13190642,1.58223802,LOC727618,GB48897,727618,PREDICTED: Apis mellifera farnesyl pyrophosphate synthase
XM_006563003.3,0.828436867,0.955106325,0.156412891,0.721772035,6.041052013,0.503214375,0.036730864,0.583112732,0.744701443,0.744701443,LOC724846,GB54195,724846,"PREDICTED: Apis mellifera uncharacterized LOC724846 (LOC724846),"
XM_016916266.2,0.828573528,0.955106325,-0.236777373,1.093501171,4.041627288,0.748006029,0.15877107,0.755212644,1.634846145,1.634846145,LOC410498,GB54127,410498,PREDICTED: Apis mellifera potassium voltage-gated channel subfamily
XM_396009.7,0.827909849,0.955106325,-0.06739945,0.310049259,10.82210772,0.116719457,0.001174067,0.143021747,0.137137222,0.143021747,LOC412554,GB50519,412554,PREDICTED: Apis mellifera transmembrane emp24 domain-containing
XM_026439116.1,0.827942772,0.955106325,0.233470746,1.074215048,6.248952414,1.40107814,0.041717663,1.68918929,0.683674695,1.68918929,LOC725294,GB55364,725294,PREDICTED: Apis mellifera tyrosine-protein phosphatase 99A
XM_006568166.3,0.828167524,0.955106325,0.278977074,1.285298385,3.339390072,1.183888291,0.340810522,1.109864265,2.137177387,2.137177387,LOC410853,GB49778,410853,PREDICTED: Apis mellifera irregular chiasm C-roughest protein
XR_003304223.1,0.827702641,0.955106325,-0.280755595,1.289946921,3.82446599,2.020402783,0.309078559,2.186866031,1.777142597,2.186866031,LOC100577971,GB51881,100577971,PREDICTED: Apis mellifera uncharacterized LOC100577971
XM_001120165.5,0.828690658,0.955106325,-0.12820258,0.592484973,6.955990697,0.338904231,0.018636414,0.398830412,0.50792125,0.50792125,LOC724344,GB47036,724344,PREDICTED: Apis mellifera probable Ras GTPase-activating protein
XR_408017.3,0.828577331,0.955106325,0.304886431,1.408078732,2.83169769,0.139926145,0.390001196,-0.249951916,2.584027378,2.584027378,LOC102654463,,102654463,PREDICTED: Apis mellifera uncharacterized LOC102654463
XM_026440838.1,0.828603863,0.955106325,-0.148706205,0.686888454,8.448262155,0.572812958,0.006494829,0.701228793,0.265978543,0.701228793,LOC411481,GB46786,411481,PREDICTED: Apis mellifera ribosomal protein S6 kinase alpha-2
XM_624755.6,0.827561105,0.955106325,0.084603213,0.388389944,10.61392428,0.183163409,0.001337566,0.224932556,0.141819375,0.224932556,LOC552381,GB48669,552381,PREDICTED: Apis mellifera neutral and basic amino acid transport
XM_393516.7,0.826610874,0.955106325,-0.069336272,0.316531296,11.5097189,0.121672729,0.000782497,0.149505596,0.125601086,0.149505596,LOC410030,GB42036,410030,"PREDICTED: Apis mellifera protein SEC13 homolog (LOC410030),"
XM_006565350.2,0.828669556,0.955106325,-0.086620652,0.400265065,8.75591574,0.083294151,0.004847463,0.09645655,0.235470721,0.235470721,LOC727108,GB41448,727108,PREDICTED: Apis mellifera rho GTPase-activating protein 26
